2016-10-10 14:10:13,465 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@68be2bc2: startup date [Mon Oct 10 14:10:13 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2016-10-11 11:36:26,315 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2016-10-11 11:36:26,316 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2016-10-11 11:36:26,882 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:shiki-38071-1476174948119-0:1) uptime 1 hour | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2016-10-11 11:36:26,883 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:shiki-38071-1476174948119-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2016-10-11 11:36:26,885 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@68be2bc2: startup date [Tue Oct 11 10:35:46 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2016-10-11 11:36:26,893 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2016-10-11 11:41:07,870 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@68be2bc2: startup date [Tue Oct 11 11:41:07 CEST 2016]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2016-10-11 11:41:13,880 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/home/saradion/n7/2A/Intergiciel/TP4/apache-activemq-5.14.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2016-10-11 11:41:14,915 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2016-10-11 11:41:15,418 | INFO  | Recovering from the journal @1:627634 | org.apache.activemq.store.kahadb.MessageDatabase | main
2016-10-11 11:41:15,439 | INFO  | Recovery replayed 720 operations from the journal in 0.476 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2016-10-11 11:41:15,460 | INFO  | PListStore:[/home/saradion/n7/2A/Intergiciel/TP4/apache-activemq-5.14.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2016-10-11 11:41:15,858 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:shiki-37993-1476178875599-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2016-10-11 11:41:16,192 | INFO  | Listening for connections at: tcp://shiki:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2016-10-11 11:41:16,197 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2016-10-11 11:41:16,205 | INFO  | Listening for connections at: amqp://shiki:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
